"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","35","1","0","1","6","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","4","3","0","2","2","0"
"中央区","48","1","2","0","32","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","88","1","2","9","70","2","1","2","5","0","0","4","0","1","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","47","5","5","21","41","0","0","1","5","0","0","1","0","3","0","0","0","0","2","0","2","1","12","8","2","2","2","0"
"文京","55","0","1","2","9","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","47","1","0","17","51","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","78","0","2","4","40","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","8","5","1","1","1","0"
"江東区","200","1","0","15","117","1","0","1","9","0","0","3","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","85","0","0","10","50","3","1","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","67","0","1","8","48","4","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","223","3","3","50","124","3","1","0","11","0","0","0","2","0","0","0","0","0","0","0","0","0","19","12","2","1","1","0"
"世田谷","316","2","10","37","117","8","0","3","6","0","0","5","1","0","1","0","0","0","0","0","3","7","25","16","2","2","2","0"
"渋谷区","33","0","1","2","18","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","112","0","1","6","67","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","166","0","2","8","64","1","0","2","5","0","0","2","3","1","0","1","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","45","0","2","5","17","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","7","4","1","1","1","0"
"北区","58","1","2","7","40","2","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","143","1","6","30","58","1","0","0","4","0","0","1","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","69","0","0","14","32","3","0","0","4","1","0","4","0","0","0","0","0","0","0","0","3","0","16","10","2","1","1","0"
"練馬区","175","6","2","59","84","3","2","0","7","0","0","1","1","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","254","1","6","26","136","4","0","1","3","0","0","1","1","0","0","5","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","122","0","1","22","66","8","0","1","2","0","0","0","0","0","0","3","0","0","0","1","4","8","13","8","1","1","1","0"
"江戸川","179","1","0","53","112","0","0","0","5","0","0","3","0","0","0","0","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","228","0","0","31","181","4","0","0","5","0","1","14","4","0","0","0","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","212","0","0","17","68","4","0","2","6","0","1","2","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","80","0","0","5","55","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","189","3","1","15","39","4","0","1","7","0","1","4","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","234","2","0","38","88","5","3","0","5","0","0","2","0","0","0","0","0","0","1","0","1","1","21","14","2","1","1","0"
"多摩府中","345","4","4","36","151","7","1","1","10","0","0","2","0","1","0","0","0","0","2","0","1","2","32","20","3","3","3","0"
"多摩小平","280","2","4","65","123","2","0","0","14","0","0","7","1","0","0","1","0","0","1","0","0","0","23","15","2","2","2","0"
"島しょ","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4217","36","58","619","2104","83","10","17","138","1","3","64","15","7","1","12","0","0","8","1","16","21","413","260","39","25","25","0"
