"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","1","1","18","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","0","0","16","6","0","0","0","0","0","2","0","0","0","2","0","0","0","0","","","","","",""
"みなと","4","0","2","5","42","9","1","0","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","1","4","6","37","2","1","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","0","1","20","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","1","1","34","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","11","4","2","1","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","0","0","4","73","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","3","1","5","51","3","1","1","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","9","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","4","8","12","68","7","3","2","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","0","1","8","67","2","0","4","0","0","0","3","0","0","0","2","0","0","0","0","","","","","",""
"渋谷区","0","4","0","0","15","1","0","1","1","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"中野区","2","0","1","8","61","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","1","0","2","41","2","0","4","1","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"池袋","0","0","0","4","14","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","9","0","0","2","25","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","4","0","0","1","13","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","0","0","4","17","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","3","0","1","4","32","5","0","5","3","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"足立","0","0","2","4","24","3","0","2","3","0","0","2","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","5","1","0","2","21","5","0","1","4","0","0","0","0","0","1","0","0","0","1","2","","","","","",""
"江戸川","2","1","3","12","40","3","0","4","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","3","0","19","61","8","0","7","1","0","0","3","0","0","0","2","0","0","0","0","","","","","",""
"町田市","4","0","0","18","54","8","0","0","2","0","1","4","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","25","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","2","1","7","21","2","0","0","1","0","3","0","0","0","0","1","0","0","0","0","","","","","",""
"多摩立川","2","0","0","0","31","2","0","1","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","1","0","9","48","5","0","2","4","0","0","0","1","0","0","1","1","0","2","0","","","","","",""
"多摩小平","10","7","3","11","59","9","2","2","4","0","0","3","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"合計","88","33","31","152","1050","104","10","40","44","0","5","40","4","0","3","15","1","0","3","2","","","","","",""
