"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","5","4","2","5","0","0","0","0","0","2","2"
"中央区","9","0","0","3","0","0","0","0","0","3","0"
"みなと","14","40","4","2","0","2","9","10","0","2","1"
"新宿区","33","26","35","22","1","2","13","9","0","7","2"
"文京","3","0","1","4","0","0","5","1","0","1","1"
"台東","4","2","0","0","0","0","0","0","0","2","0"
"墨田区","1","0","4","0","0","1","1","4","0","2","1"
"江東区","12","6","2","7","0","2","0","0","0","2","0"
"品川区","0","0","0","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","7","0","0","1","0","0","2","0","0","2","1"
"世田谷","0","0","0","0","0","0","2","0","0","0","2"
"渋谷区","8","14","7","2","0","0","1","0","0","5","1"
"中野区","8","2","0","7","2","0","0","0","0","2","1"
"杉並","6","0","0","0","0","0","21","1","0","2","1"
"池袋","24","10","15","5","1","1","3","13","0","3","1"
"北区","0","0","1","0","0","0","0","0","0","1","0"
"荒川区","0","0","1","0","0","0","0","0","0","1","0"
"板橋区","10","2","0","5","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","2","3","4","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","6","3","0","0","1"
"江戸川","10","0","0","1","1","0","0","0","0","2","0"
"八王子市","14","0","1","1","1","0","0","0","0","4","1"
"町田市","1","1","0","0","4","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","1","3","3","1","0","0","0","0","2","1"
"多摩府中","0","0","0","1","0","0","7","2","0","3","2"
"多摩小平","2","0","0","0","0","0","4","8","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","188","110","79","74","11","8","74","51","0","55","24"
