"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","18","20","49","3","4","0","7","0","3","1","4","0","0","3","0","0","0","1","0","0","","","","","",""
"区南部","1","4","14","26","79","1","27","1","11","1","2","1","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","4","1","9","58","72","6","14","2","5","0","4","5","0","0","0","1","0","1","0","0","1","0","","","","","",""
"区西部","2","2","24","16","72","6","8","5","7","0","9","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","1","3","4","52","79","10","32","2","9","1","3","3","0","1","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","1","3","18","22","86","0","18","1","7","0","5","2","3","0","0","5","0","0","0","0","0","0","","","","","",""
"区東部","1","11","5","39","96","4","11","1","9","0","2","2","1","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","13","14","0","2","1","2","0","2","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","3","14","50","157","9","6","4","6","0","4","5","0","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","1","36","35","3","2","1","7","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","2","12","27","56","5","2","2","8","1","8","1","0","0","0","1","0","0","0","0","1","0","","","","","",""
"北多摩北部","0","1","13","40","62","3","12","0","5","0","1","3","0","0","0","3","0","0","0","0","1","0","","","","","",""
"島しょ","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","17","32","136","400","857","52","138","20","83","3","43","26","11","1","0","25","0","1","0","1","3","0","","","","","",""
