"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","3","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","","","","","",""
"中央区","5","0","0","0","0","5","0","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","8","0","0","1","7","0","14","0","1","0","1","0","0","0","0","0","0","1","0","0","0","3","","","","","",""
"新宿区","6","11","3","0","4","15","1","15","2","0","0","0","0","0","0","1","0","0","6","0","0","0","2","","","","","",""
"文京","1","4","0","0","2","3","4","20","12","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"台東","1","1","1","0","2","14","2","37","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","10","2","0","4","2","0","14","4","1","0","0","0","0","0","0","1","0","10","0","0","0","2","","","","","",""
"江東区","13","3","5","0","10","20","2","64","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","1","2","0","2","13","0","28","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","2","0","0","4","5","0","20","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","5","5","6","7","7","41","1","43","13","3","3","0","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"世田谷","8","10","0","0","2","17","4","57","5","1","3","1","0","0","0","0","0","1","4","0","0","1","0","","","","","",""
"渋谷区","1","2","1","0","0","5","1","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","5","4","0","0","7","13","2","43","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","7","3","0","0","4","17","0","26","6","2","0","0","2","1","0","0","0","0","11","0","0","1","1","","","","","",""
"池袋","4","0","2","1","2","5","0","36","4","1","0","0","0","0","0","0","0","0","3","1","0","0","0","","","","","",""
"北区","10","10","1","0","6","10","2","33","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","1","6","0","12","6","0","25","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","7","9","0","0","3","9","0","40","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"練馬区","4","4","0","2","10","16","3","79","12","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"足立","9","12","3","1","11","26","0","54","2","4","3","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","8","6","0","0","4","16","2","34","3","1","2","0","0","0","0","0","0","0","3","0","0","0","4","","","","","",""
"江戸川","16","10","0","5","15","20","2","44","8","0","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","10","17","1","0","22","31","1","115","17","2","2","0","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"町田市","5","6","0","0","13","23","0","58","8","0","3","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","4","0","0","3","4","1","24","0","0","1","0","0","0","0","0","0","0","3","0","0","1","1","","","","","",""
"南多摩","2","19","1","0","3","6","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","22","7","2","0","16","10","0","45","13","2","0","0","0","0","0","0","0","0","2","0","0","0","2","","","","","",""
"多摩府中","17","16","1","1","28","39","1","124","21","3","0","0","1","0","0","0","0","0","3","0","0","1","6","","","","","",""
"多摩小平","24","9","2","3","20","28","6","98","20","3","2","0","1","1","0","1","0","0","2","0","0","0","5","","","","","",""
"島しょ","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","208","199","39","20","218","430","35","1268","189","29","23","5","5","2","0","9","1","1","54","1","0","4","34","","","","","",""
