"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","36","38","5","3","18","0","4","3","0","",""
"区南部","2","0","1","0","0","0","2","0","0","",""
"区西南部","0","0","0","0","0","0","1","0","0","",""
"区西部","19","10","4","7","3","0","17","10","0","",""
"区西北部","12","2","2","0","1","0","1","0","0","",""
"区東北部","6","2","1","1","1","0","2","0","0","",""
"区東部","11","1","0","3","0","0","0","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","16","3","1","1","3","0","3","0","0","",""
"北多摩西部","9","0","1","2","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","14","9","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","111","56","15","17","27","0","44","24","0","",""
