"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","5","0"
"1〜4歳","0","0","0","0","0","0","5","18","0"
"5〜9歳","0","0","0","0","0","0","1","3","0"
"10〜14歳","1","0","0","0","0","0","2","1","0"
"15〜19歳","16","2","6","8","0","0","1","0","0"
"20〜24歳","48","15","14","20","7","0","1","0","0"
"25〜29歳","49","20","7","26","10","0","2","1","0"
"30〜34歳","45","13","4","14","6","2","1","1","0"
"35〜39歳","23","6","4","10","6","0","2","0","0"
"40〜44歳","13","3","2","3","1","1","1","0","0"
"45〜49歳","3","5","2","0","3","0","2","1","0"
"50〜54歳","4","7","0","3","4","0","6","3","0"
"55〜59歳","2","3","0","0","4","1","12","2","0"
"60〜64歳","0","1","0","1","0","0","11","2","3"
"65〜69歳","0","0","0","0","1","0","18","1","0"
"70歳以上","0","2","0","0","1","0","60","8","1"
"合計","204","77","39","85","43","4","134","46","4"
