"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","1","4","670","11","0","1","17","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","4","9","*","14","0","0","36","1","13","0","9","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","16","11","3864","51","8","9","94","1","7","0","23","16","1","6","3","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0"
"2歳","26","6","*","25","2","13","68","0","7","5","9","19","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"3歳","32","2","*","6","2","20","44","2","3","6","3","5","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","45","3","*","3","2","24","33","2","3","3","0","8","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","50","4","2769","0","1","26","36","3","1","3","0","10","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","76","8","*","0","2","25","23","2","0","5","1","7","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2"
"7歳","67","7","*","2","0","36","23","1","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","54","7","*","0","1","23","20","2","0","2","0","2","1","1","0","0","0","0","0","3","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"9歳","41","4","*","0","1","21","18","3","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","244","88","1468","2","0","34","42","5","0","1","0","2","2","0","0","0","1","0","0","1","0","0","1","2","1","0","0","0","0","0","0","0","0","2"
"15〜19歳","92","39","538","0","0","3","19","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","84","41","498","0","0","12","45","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30〜39歳","42","40","603","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"40〜49歳","72","55","625","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","40","74","506","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"60〜69歳","6","53","316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","6","44","258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0"
"80歳以上","2","27","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","6","0","0","0","0","0","2","0","0","0","6"
"合計","1000","526","12303","114","19","247","518","22","38","28","46","79","8","19","3","0","13","0","1","13","1","0","7","22","1","0","1","0","0","5","1","2","0","20"
