"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","27","24","4","4","12","1","3","2","0","",""
"区南部","0","0","0","0","0","0","0","0","0","",""
"区西南部","0","0","0","0","0","0","0","17","0","",""
"区西部","15","5","7","11","1","0","10","7","1","",""
"区西北部","10","5","2","3","0","1","4","3","0","",""
"区東北部","2","1","0","0","0","0","3","0","0","",""
"区東部","18","0","1","1","0","0","3","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","5","1","1","2","8","3","0","0","",""
"北多摩西部","12","0","0","2","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","94","40","15","22","15","10","28","32","1","",""
