"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","5","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","2","2","2","37","10","2","2","33","0","0","4","2","0","3","0","0","0","0","0","0","0","0"
"1歳","0","1","20","8","58","14","6","3","24","0","0","0","1","2","4","0","0","0","0","0","1","0","0"
"2歳","0","0","4","11","34","20","4","3","1","0","0","3","0","2","2","1","0","1","0","0","1","0","0"
"3歳","1","0","12","34","46","25","5","5","1","0","0","2","0","2","0","0","0","0","0","0","1","0","0"
"4歳","1","0","5","30","70","22","4","5","1","0","0","2","0","3","0","0","0","0","0","0","0","0","0"
"5歳","2","0","8","41","49","17","4","8","0","0","0","1","0","5","0","1","0","0","0","0","0","0","0"
"6歳","0","0","8","29","29","7","0","3","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0"
"7歳","0","0","2","18","30","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","3","21","29","2","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","13","24","3","0","2","0","0","0","0","2","3","0","0","0","1","0","0","0","0","0"
"10〜14歳","0","0","2","18","45","6","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","1","1","10","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","4"
"20〜29歳","0","2","0","8","34","4","0","0","0","1","0","1","1","2","0","0","0","3","0","0","0","0","6"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6","5","68","234","500","135","28","39","60","1","0","14","9","22","11","4","1","13","0","0","4","1","11"
