"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","24","53","905","12","2","11","55","0","11","5","4","8","2","4","0","0","3","0","0","0","0","0","1","3","","","","","","",""
"区南部","2","55","602","19","5","19","60","1","1","2","3","8","0","0","0","0","2","0","0","0","0","0","1","1","","","","","","",""
"区西南部","18","80","980","23","2","12","40","3","5","1","4","22","0","1","0","0","5","0","0","0","0","0","1","5","","","","","","",""
"区西部","14","74","879","11","1","28","53","0","7","0","4","7","1","1","0","0","0","0","1","0","0","0","0","4","","","","","","",""
"区西北部","30","126","1272","29","2","34","83","0","6","1","3","21","0","3","0","0","10","0","0","0","0","0","0","1","","","","","","",""
"区東北部","18","73","1036","28","10","18","80","0","5","3","7","17","0","2","0","0","0","0","0","2","0","0","0","6","","","","","","",""
"区東部","24","82","1039","23","6","23","80","5","6","4","4","13","0","8","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"西多摩","1","24","192","0","0","7","8","2","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"南多摩","13","104","2224","20","0","57","126","8","12","13","3","37","1","2","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","4","54","448","5","0","23","23","0","5","0","0","7","0","3","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","12","79","1091","26","2","26","54","1","5","2","5","21","0","4","0","0","1","0","0","0","0","0","0","3","","","","","","",""
"北多摩北部","12","57","881","10","2","20","65","3","14","3","7","6","0","4","1","0","2","0","0","2","0","0","1","7","","","","","","",""
"島しょ","0","5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","172","866","11571","206","32","278","727","23","78","34","45","168","4","32","1","0","25","0","1","5","0","0","4","37","","","","","","",""
