"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","6","0"
"1〜4歳","0","0","0","0","0","0","3","18","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","3","1","1","3","0","0","1","0","0"
"20〜24歳","12","2","6","11","0","0","1","0","0"
"25〜29歳","28","5","4","17","0","0","3","0","0"
"30〜34歳","22","7","6","19","0","0","1","1","0"
"35〜39歳","15","8","2","8","1","0","2","1","0"
"40〜44歳","13","6","6","9","0","0","3","0","0"
"45〜49歳","4","2","1","4","0","0","2","0","0"
"50〜54歳","1","3","2","3","0","0","4","1","0"
"55〜59歳","6","2","1","2","0","0","6","0","0"
"60〜64歳","0","1","0","1","0","0","7","1","0"
"65〜69歳","1","0","1","2","0","0","7","1","0"
"70歳以上","2","1","0","0","0","0","35","5","1"
"合計","107","38","30","79","1","0","87","37","1"
