"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","27","1","94","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","45","1","191","0","0","1","8","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","92","2","322","3","0","5","14","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"新宿区","85","12","251","0","0","5","8","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","","","","","","",""
"文京","114","6","471","1","0","1","7","0","0","1","0","4","1","0","1","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","64","2","326","0","0","6","34","1","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","41","2","113","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","","","","","","",""
"江東区","237","1","679","5","0","10","27","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","92","2","330","1","1","5","13","3","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","83","4","228","0","0","4","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","283","14","781","1","1","18","46","3","3","1","2","1","0","0","0","0","1","0","0","0","0","0","3","0","","","","","","",""
"世田谷","441","18","1088","4","1","9","34","3","0","1","1","0","1","1","0","0","1","0","0","3","0","0","1","2","","","","","","",""
"渋谷区","69","6","185","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"中野区","215","4","768","2","0","18","18","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","226","11","496","1","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","","","",""
"池袋","133","6","398","2","1","2","7","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北区","110","16","441","2","1","7","22","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","171","6","438","4","3","5","5","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","104","10","539","0","0","2","20","1","0","2","1","0","0","0","0","0","1","0","0","0","0","0","1","2","","","","","","",""
"練馬区","165","9","698","3","0","20","34","3","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"足立","174","17","886","6","5","15","20","1","0","0","3","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","131","12","456","0","0","2","16","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","2","","","","","","",""
"江戸川","241","20","931","2","0","17","33","3","0","1","2","6","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","206","11","1436","5","2","30","38","4","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"町田市","253","11","1130","9","0","35","75","6","3","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","91","7","315","0","0","4","14","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","2","1","","","","","","",""
"南多摩","105","11","597","3","0","6","27","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","200","10","670","6","0","28","28","2","17","4","2","1","0","1","0","0","3","0","0","0","0","0","1","4","","","","","","",""
"多摩府中","552","14","1693","3","1","37","58","1","3","4","1","0","1","2","1","0","3","0","0","0","0","0","11","0","","","","","","",""
"多摩小平","325","14","1185","5","4","30","47","3","5","1","3","5","0","0","1","0","0","0","0","1","0","0","5","4","","","","","","",""
"島しょ","6","2","21","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","5081","262","18157","71","20","325","680","36","39","25","36","46","9","6","4","0","11","0","0","8","0","1","32","24","","","","","","",""
