"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","1","7","21","0","0","16","0","2","0","1","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","0","12","63","9","10","86","0","12","0","16","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","5","17","123","44","29","167","6","69","4","36","10","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","4","7","61","10","56","84","2","24","4","9","10","1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","2","10","28","15","85","96","0","10","7","2","3","2","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"4歳","2","5","14","12","95","118","3","11","12","2","2","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","6","11","5","9","133","95","2","5","13","1","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","3","9","3","4","131","97","7","0","6","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","2","7","0","4","112","82","5","1","14","0","1","3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","0","4","0","3","117","82","2","2","5","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","7","0","3","67","73","9","2","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","6","68","0","2","119","177","15","0","2","0","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","8","111","1","2","20","32","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","8","133","1","5","59","112","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","2"
"30〜39歳","8","138","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","10","187","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","7","0","0","0","0","0","0","0","1","0","6"
"50〜59歳","5","183","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8"
"60〜69歳","1","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0","9"
"70〜79歳","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14"
"80歳以上","0","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","45","0","0","0","0","0","1","0","6","1","39"
"合計","71","1166","320","122","1033","1317","52","140","70","68","31","15","9","8","1","19","0","0","3","1","1","2","91","0","1","0","0","0","1","0","7","1","84"
