"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","2","1","0","8","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","4","15","4","80","5","18","2","35","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","4","35","21","137","4","49","7","57","1","8","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","1","12","26","92","10","30","20","19","0","9","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","18","67","99","11","19","21","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","2","0","17","89","106","13","10","24","1","0","4","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","6","88","74","9","9","22","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","9","68","73","22","1","19","2","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","59","48","8","2","10","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","2","43","51","6","2","11","0","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","35","33","5","0","8","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","5","0","1","77","86","2","4","6","1","0","1","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","1","7","15","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","14","73","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","19","11","119","598","975","96","145","152","121","5","30","40","13","1","0","9","1","0","5","1","0","0","0","0","0","0","0","0","0"
