"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","1","5","46","17","3","4","2","0","9","2","1","1","0","0","0","0","0","0","","","","","",""
"区南部","1","1","6","11","65","16","1","1","7","4","10","4","2","0","0","1","0","0","0","0","","","","","",""
"区西南部","2","0","4","3","40","19","8","2","2","0","4","7","1","0","1","1","0","0","0","0","","","","","",""
"区西部","1","1","1","9","64","6","6","2","2","0","4","3","1","0","0","2","0","0","3","0","","","","","",""
"区西北部","3","0","1","9","46","14","6","1","7","3","3","4","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","1","1","1","15","32","16","13","5","3","0","7","4","0","0","0","1","0","0","2","0","","","","","",""
"区東部","2","0","1","19","48","28","2","2","3","4","8","2","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","23","3","1","0","1","0","0","6","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","1","0","2","38","77","28","8","4","5","2","6","12","4","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","3","9","3","0","2","1","0","2","4","0","0","0","2","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","4","16","10","1","2","6","0","2","7","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","1","0","3","10","26","11","2","2","1","0","4","8","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","12","5","22","129","493","172","51","27","41","13","59","63","10","1","1","11","0","0","6","0","","","","","",""
