"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","48","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","49","1","3","6","6","4","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","84","0","0","2","11","2","0","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"文京","48","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"台東","63","0","0","1","13","2","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","71","0","0","2","6","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","83","0","0","1","12","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","84","0","0","2","14","2","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","64","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","174","0","0","1","30","3","2","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","103","0","0","0","26","0","0","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","70","0","0","0","9","3","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","160","0","0","2","35","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","150","0","0","4","36","3","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","34","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"北区","140","0","0","4","13","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","56","0","0","2","6","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","77","0","0","0","7","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","142","0","0","9","14","4","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","58","0","0","2","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","143","0","0","2","5","3","0","1","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","168","0","1","3","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","44","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","","","","","",""
"町田市","150","0","0","2","36","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","274","0","2","4","19","2","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","68","0","0","0","13","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","159","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩府中","253","0","0","6","13","5","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","248","0","0","3","25","6","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","10","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3305","1","6","60","382","73","7","16","18","1","0","2","0","48","2","0","0","10","0","0","0","0","0","","","","","",""
