"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","3","125","0","0","13","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","4","4","3","0","2","2","2"
"中央区","5","3","261","0","5","7","32","1","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","2","6","342","2","0","18","26","9","0","0","1","0","1","3","0","0","0","0","0","0","1","0","0","1","9","9","6","0","1","1","1"
"新宿区","1","19","380","2","0","23","22","15","0","3","1","2","0","0","0","0","0","0","0","1","0","0","0","2","12","12","8","2","2","2","2"
"文京","1","8","559","1","0","22","28","15","0","1","2","1","2","0","0","0","1","0","0","0","0","0","0","1","7","7","4","1","1","1","1"
"台東","5","8","445","1","2","13","60","1","2","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","1","11","164","0","0","3","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","8","5","1","1","1","1"
"江東区","2","4","925","9","5","22","112","5","0","0","4","3","0","1","0","0","4","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","3","6","457","1","2","27","36","7","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","2","1","339","0","0","24","19","5","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","8","18","737","2","15","51","91","22","9","14","8","2","3","1","1","0","1","0","0","0","0","0","0","0","21","21","13","2","1","1","1"
"世田谷","8","16","1217","1","2","59","75","11","2","4","1","0","2","0","0","0","0","2","0","0","0","0","0","2","25","25","16","2","2","2","2"
"渋谷区","3","5","236","0","0","2","10","4","1","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","7","4","1","1","1","1"
"中野区","2","7","897","1","1","32","51","3","1","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","1","18","572","0","15","46","53","5","0","0","4","0","0","0","0","0","0","0","0","1","0","1","0","0","17","17","11","1","2","2","2"
"池袋","3","7","554","1","3","20","15","5","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","8","8","5","1","1","1","1"
"北区","2","5","620","1","3","45","62","10","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","0","6","532","0","3","20","37","4","0","12","1","0","0","0","0","0","1","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","2","13","686","0","2","17","40","8","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","16","16","10","2","1","1","1"
"練馬区","11","15","982","1","4","54","96","31","2","13","6","0","3","0","1","0","0","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","2","24","1164","3","21","27","71","3","1","32","7","1","2","0","4","0","3","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","5","14","668","1","1","34","51","5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","1","1","1"
"江戸川","5","22","1065","1","9","50","77","7","3","6","5","2","0","0","0","0","2","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","4","17","2050","1","15","62","157","4","2","24","6","0","0","3","0","0","1","0","0","0","0","0","2","2","18","18","11","2","1","1","1"
"町田市","3","7","1803","3","4","91","134","18","0","5","7","2","1","5","0","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","0","9","310","1","0","12","22","8","0","15","2","0","0","0","0","0","0","0","0","0","0","0","1","4","14","14","8","1","1","1","1"
"南多摩","0","16","737","1","3","19","36","6","0","7","4","0","2","0","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","5","18","890","2","2","71","36","12","1","4","2","0","2","0","0","0","1","0","0","0","0","0","0","1","21","21","14","2","1","1","1"
"多摩府中","5","24","2080","2","7","96","115","30","1","6","4","0","2","2","0","0","1","0","0","2","0","0","0","6","33","33","21","3","3","3","3"
"多摩小平","10","19","1640","4","18","101","144","25","2","21","15","2","4","1","0","0","1","0","0","0","0","0","2","4","23","23","15","2","2","2","2"
"島しょ","0","2","20","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","2","1","0","1","1","1"
"合計","102","351","23457","42","142","1081","1729","281","31","197","98","19","26","20","6","0","19","2","0","7","1","2","5","27","419","419","264","39","25","25","25"
