"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","6","0"
"1〜4歳","0","0","0","0","0","0","2","12","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","0","2","0"
"15〜19歳","1","0","0","2","0","0","0","0","0"
"20〜24歳","21","5","2","18","0","0","0","0","0"
"25〜29歳","20","9","7","23","0","0","2","0","1"
"30〜34歳","19","10","11","14","0","2","5","1","0"
"35〜39歳","14","14","7","12","0","3","3","0","0"
"40〜44歳","13","6","5","4","0","1","2","0","0"
"45〜49歳","6","6","2","4","0","1","1","0","0"
"50〜54歳","8","4","1","3","0","0","3","0","0"
"55〜59歳","6","4","0","3","0","0","6","0","0"
"60〜64歳","1","2","0","0","0","0","9","2","0"
"65〜69歳","0","1","1","0","0","0","7","1","0"
"70歳以上","0","0","1","0","0","0","31","3","0"
"合計","109","61","37","83","0","7","82","28","1"
