"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","11","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","28","3","0","0","20","1","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","98","1","3","3","43","15","1","2","10","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"2歳","112","0","1","3","35","7","0","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"3歳","135","0","4","14","35","6","1","1","3","0","0","0","0","4","0","0","0","1","0","0","0","0","0"
"4歳","180","0","1","14","41","19","1","3","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"5歳","164","0","3","19","40","2","1","3","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"6歳","165","0","1","24","33","2","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","140","0","0","18","27","6","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","113","0","0","18","28","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","70","0","0","3","14","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10〜14歳","248","0","0","16","51","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","92","0","0","2","22","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","147","1","1","14","153","2","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"30〜39歳","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2298","5","15","148","545","63","5","24","26","0","0","2","0","30","4","0","0","5","0","0","0","0","0"
