"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","6","791","16","1","0","15","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","3"
"〜1歳","2","12","*","41","0","0","55","0","5","0","7","8","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","8","3994","53","8","7","78","1","17","0","17","27","3","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","13","7","*","36","7","6","63","0","9","7","5","30","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","20","5","*","11","5","16","41","4","5","7","2","10","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","14","7","*","3","4","25","47","1","7","5","1","4","2","1","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"5歳","24","3","2593","2","4","32","45","1","3","9","1","6","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","17","10","*","0","1","28","43","7","2","1","0","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","23","8","*","1","3","34","23","2","0","3","1","1","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","20","6","*","0","1","17","23","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","14","11","*","0","1","10","27","1","1","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","130","132","1417","1","4","29","75","9","1","1","0","6","2","0","0","0","2","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"15〜19歳","84","94","501","0","0","4","20","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","21","51","327","0","1","10","28","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","15","65","355","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","16","64","330","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","11","73","310","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"60〜69歳","5","41","197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6"
"70〜79歳","1","38","179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8"
"80歳以上","0","44","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"合計","442","685","11115","164","40","218","583","28","51","37","35","102","17","11","2","0","20","0","0","10","0","0","1","25","0","0","0","0","0","1","0","2","0","23"
