"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","10","1"
"1〜4歳","0","0","0","0","0","0","14","20","1"
"5〜9歳","0","0","0","0","0","0","5","3","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","20","4","3","6","6","0","3","0","0"
"20〜24歳","47","21","13","28","9","0","5","0","0"
"25〜29歳","59","12","13","32","14","0","4","1","1"
"30〜34歳","32","13","6","19","5","1","5","0","0"
"35〜39歳","16","7","9","17","3","0","4","3","0"
"40〜44歳","15","6","4","9","4","1","0","0","0"
"45〜49歳","9","7","4","4","2","0","9","0","0"
"50〜54歳","3","6","3","3","4","1","9","2","2"
"55〜59歳","2","1","1","3","2","0","8","0","1"
"60〜64歳","2","1","0","0","0","0","20","2","0"
"65〜69歳","1","0","0","0","0","0","17","3","2"
"70歳以上","0","1","0","0","0","0","78","8","2"
"合計","206","79","56","121","49","3","204","52","10"
