"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1〜4歳","0","0","0","1","0","0","2","2","0"
"5〜9歳","0","0","0","1","0","0","3","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","5","1","2","1","0","0","0","1","0"
"20〜24歳","47","9","20","17","3","0","0","0","0"
"25〜29歳","52","13","25","25","5","0","3","0","0"
"30〜34歳","34","11","19","11","0","0","2","1","0"
"35〜39歳","15","18","15","10","0","0","1","0","0"
"40〜44歳","20","13","9","11","1","0","1","1","0"
"45〜49歳","10","11","5","11","0","0","2","0","1"
"50〜54歳","9","7","9","6","0","0","2","0","0"
"55〜59歳","4","6","3","3","0","0","1","0","0"
"60〜64歳","2","2","2","2","0","0","3","0","0"
"65〜69歳","1","2","0","1","1","0","3","2","0"
"70歳以上","0","9","0","1","0","0","13","4","0"
"合計","199","102","109","101","10","0","43","12","1"
