"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1〜4歳","0","0","0","0","0","0","2","2","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","1","0","1","0","0","0","0","0","0"
"20〜24歳","21","5","8","17","0","0","1","0","0"
"25〜29歳","33","6","10","15","0","0","0","0","0"
"30〜34歳","22","10","12","10","0","0","0","0","0"
"35〜39歳","22","12","8","15","0","0","0","0","0"
"40〜44歳","9","6","8","7","0","0","3","0","0"
"45〜49歳","7","6","6","6","0","0","1","0","0"
"50〜54歳","10","2","3","4","0","0","2","0","0"
"55〜59歳","6","3","2","1","0","0","2","0","0"
"60〜64歳","2","1","0","1","0","0","2","0","0"
"65〜69歳","0","0","1","0","0","0","1","0","0"
"70歳以上","0","0","0","3","0","0","17","0","1"
"合計","133","51","59","79","0","0","40","2","1"
