"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","20","10","19","9","0","0","3","0","0","",""
"区南部","44","1","4","20","0","0","3","0","0","",""
"区西南部","13","4","0","7","0","0","5","1","0","",""
"区西部","14","0","1","9","0","0","11","1","0","",""
"区西北部","13","0","1","5","0","0","7","0","0","",""
"区東北部","0","0","0","0","0","0","2","1","0","",""
"区東部","25","5","3","12","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","129","20","28","62","0","0","40","3","0","",""
