"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","4","0","0","4","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","4","0","1","29","4","1","0","26","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","14","1","4","105","14","7","0","20","0","0","1","0","1","5","0","0","0","0","0","0","0","0"
"2歳","5","4","1","6","49","11","6","1","7","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","8","4","0","6","47","12","7","0","1","0","0","2","0","4","0","0","0","0","0","0","0","0","0"
"4歳","14","3","2","14","48","20","8","1","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0"
"5歳","18","0","2","14","32","4","3","4","0","1","0","2","0","2","0","0","0","0","0","0","1","0","0"
"6歳","14","0","3","16","33","3","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","15","0","0","16","24","4","3","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","8","0","1","15","25","0","1","1","1","1","0","1","0","4","1","0","0","0","0","0","0","0","0"
"9歳","16","0","1","5","20","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","16","0","2","12","36","1","2","1","0","1","0","0","1","2","0","0","0","1","0","0","1","0","0"
"15〜19歳","1","0","0","2","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","0","0","9","44","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","138","33","13","120","505","79","41","10","56","8","0","7","1","21","7","0","0","13","0","0","4","0","0"
