"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","32","17","11","21","4","1","1","0","1","",""
"区南部","10","1","0","0","0","0","1","0","0","",""
"区西南部","6","6","4","0","0","0","0","2","0","",""
"区西部","9","10","15","8","0","0","4","5","0","",""
"区西北部","15","5","2","3","0","0","2","2","0","",""
"区東北部","7","5","0","0","0","0","0","0","0","",""
"区東部","15","1","2","3","1","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","3","1","1","2","0","0","0","0","",""
"北多摩西部","15","1","0","4","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","5","0","0","",""
"北多摩北部","1","0","0","0","0","0","2","2","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","120","49","35","40","7","1","16","11","1","",""
