"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","0","0","0","10","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","0","2","0","68","7","0","3","44","0","0","1","0","1","2","0","0","0","0","0","1","0","0"
"1歳","15","0","3","1","137","25","4","0","31","0","0","2","0","9","5","0","0","0","0","0","2","0","0"
"2歳","21","0","2","2","91","25","2","3","2","0","0","1","0","9","0","0","0","0","0","0","0","0","0"
"3歳","25","0","3","12","78","21","2","3","2","0","0","1","0","19","1","0","0","0","0","0","0","0","0"
"4歳","22","0","1","14","61","23","2","6","0","0","0","2","0","21","0","0","0","0","0","0","0","0","0"
"5歳","24","0","4","9","54","15","3","5","0","0","0","1","0","22","0","0","0","0","0","0","0","0","0"
"6歳","16","1","3","20","33","11","0","4","0","0","0","0","0","20","0","0","0","0","0","0","1","0","0"
"7歳","6","0","1","11","36","1","0","10","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0"
"8歳","4","0","1","11","25","1","0","2","0","0","0","0","0","9","1","0","0","0","0","0","0","0","0"
"9歳","2","0","1","7","25","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"10〜14歳","18","1","1","14","54","2","0","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0"
"15〜19歳","8","1","1","2","15","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","31","3","2","9","75","1","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"30〜39歳","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","279","6","25","112","762","136","13","38","85","0","0","8","0","138","9","0","0","5","0","1","4","0","0"
