"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","3","1","0","12","2","0","1","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","3","6","3","2","121","3","2","1","60","0","0","2","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","13","14","5","19","227","8","1","6","79","0","1","2","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","24","6","11","36","166","10","11","14","15","0","0","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","26","2","9","65","170","16","6","22","6","0","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","16","0","7","73","165","20","5","41","2","0","0","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5歳","18","0","1","75","144","27","3","44","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","19","0","2","92","116","18","0","26","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","20","0","2","66","99","8","4","29","0","0","0","11","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","18","0","0","50","79","5","1","17","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","8","0","0","41","54","4","1","18","0","0","0","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","43","0","3","66","157","6","1","11","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","21","0","0","7","38","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","24","0","2","50","232","2","0","9","0","1","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","0","0","0","0","0","2","0"
"40〜49歳","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"合計","417","31","46","642","1780","129","35","239","167","2","1","61","18","5","0","14","0","1","2","0","5","6","0","0","0","0","0","6","0"
