"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","2","13","18","0","1","1","0","0","0","2","2"
"中央区","9","4","1","2","0","0","0","0","0","0","3","0"
"みなと","16","30","22","3","0","0","5","0","0","0","2","1"
"新宿区","31","23","30","29","2","10","6","3","0","0","7","2"
"文京","8","3","3","5","0","0","2","1","0","0","1","1"
"台東","1","0","0","0","0","0","0","0","0","0","2","0"
"墨田区","2","4","1","6","0","0","2","0","0","0","2","1"
"江東区","14","8","2","10","1","1","0","0","0","0","2","0"
"品川区","10","5","2","6","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","11","0","1","2","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","6","1","0","0","0","2"
"渋谷区","10","4","1","2","0","0","2","0","0","0","4","1"
"中野区","4","1","1","2","5","2","0","0","0","0","2","1"
"杉並","2","2","1","0","0","1","0","0","0","0","2","1"
"池袋","24","8","8","5","1","0","4","6","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","3","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","8","3","1","4","0","0","5","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","5","0","1","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","4","5","0","0","0","1"
"江戸川","8","4","0","0","0","0","0","0","0","0","2","0"
"八王子市","3","1","0","1","1","0","0","0","0","0","4","1"
"町田市","9","2","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","8","4","0","2","2","0","0","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","17","0","0","0","2","2"
"多摩小平","0","1","0","0","0","0","1","3","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","198","109","88","99","12","15","56","19","0","0","53","24"
