"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","4","2","2","1","0","0","0","1","0"
"20〜24歳","27","5","13","8","0","0","1","0","0"
"25〜29歳","20","2","16","5","0","0","0","0","0"
"30〜34歳","12","2","14","7","1","0","1","0","0"
"35〜39歳","13","2","7","1","0","0","0","0","0"
"40〜44歳","5","0","9","0","0","0","0","0","0"
"45〜49歳","7","3","3","2","0","0","1","0","0"
"50〜54歳","2","1","0","1","1","0","0","1","0"
"55〜59歳","0","2","0","1","0","0","1","0","0"
"60〜64歳","0","2","0","0","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","0","1","0"
"70歳以上","1","0","0","0","0","0","13","1","0"
"合計","91","21","64","26","2","0","23","5","0"
