"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","25","0","0","1","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","1","24","0","0","3","5","0","20","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","39","1","2","1","8","0","34","1","2","5","0","0","0","0","0","0","0","0","0","0","0","7","","","","","",""
"新宿区","1","58","0","1","5","8","1","20","1","0","8","0","0","0","0","2","0","0","1","0","0","0","5","","","","","",""
"文京","0","46","1","1","7","6","0","24","2","0","0","0","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"台東","1","25","1","0","4","15","1","56","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","55","1","0","3","6","0","36","0","0","4","0","3","0","0","0","0","0","4","0","0","0","6","","","","","",""
"江東区","1","54","0","0","6","18","1","89","0","2","9","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","45","1","1","1","17","0","38","0","1","15","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","29","1","0","1","3","2","36","2","0","6","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","103","2","7","8","21","2","112","2","2","34","1","1","0","0","0","0","0","0","0","0","0","8","","","","","",""
"世田谷","3","121","3","0","12","17","3","76","4","0","17","1","0","0","0","2","0","1","2","0","0","0","10","","","","","",""
"渋谷区","1","28","0","0","3","5","0","13","1","0","3","0","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"中野区","3","55","0","0","13","10","0","53","0","0","18","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","87","1","5","3","18","0","40","5","2","9","0","0","0","0","0","0","0","2","1","0","0","7","","","","","",""
"池袋","0","37","1","0","2","3","0","30","0","0","8","0","0","0","0","3","0","0","0","0","0","0","0","","","","","",""
"北区","1","72","1","0","4","4","1","46","2","3","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","37","2","1","4","6","0","45","0","2","9","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","84","1","1","6","7","0","21","2","1","4","0","0","0","0","0","0","0","0","0","0","1","5","","","","","",""
"練馬区","2","86","0","0","19","15","2","75","3","1","21","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","97","4","4","22","14","2","40","1","1","14","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","61","0","0","4","4","0","32","0","0","8","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江戸川","5","98","4","0","7","24","4","24","0","3","10","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","99","2","0","17","22","0","102","0","5","18","0","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"町田市","1","65","0","1","11","17","0","45","2","1","8","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","60","0","0","1","5","0","13","2","0","2","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"南多摩","1","67","1","0","3","3","0","27","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","82","3","0","13","12","1","71","2","3","16","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩府中","10","163","3","1","22","29","7","210","12","4","30","1","4","0","0","0","0","0","0","0","0","1","13","","","","","",""
"多摩小平","4","144","6","4","18","31","2","205","0","2","20","1","0","0","0","0","0","0","1","0","0","0","12","","","","","",""
"島しょ","0","15","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","","","","","",""
"合計","50","2061","40","29","224","355","30","1642","45","40","314","7","13","3","0","12","0","1","10","1","0","2","105","","","","","",""
