"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","347","2","2","16","62","9","0","1","4","0","0","1","0","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","349","4","5","17","79","1","0","3","4","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","452","2","3","8","55","13","2","4","0","0","0","0","1","1","0","2","0","1","1","0","1","3","","","","","",""
"区西部","460","2","1","8","55","3","0","3","4","0","0","1","0","0","0","0","0","0","1","0","1","0","","","","","",""
"区西北部","649","0","0","17","62","11","2","2","2","0","1","2","1","0","0","0","0","0","0","0","0","6","","","","","",""
"区東北部","689","2","0","16","64","14","1","1","4","0","1","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"区東部","589","1","1","28","114","5","1","0","4","2","0","7","1","0","0","1","0","0","0","0","0","3","","","","","",""
"西多摩","145","0","0","4","10","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","975","6","4","44","94","16","0","0","5","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","344","1","0","17","37","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","417","1","1","11","52","17","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩北部","408","1","5","8","34","5","0","1","8","0","0","0","0","0","0","3","0","0","0","0","0","1","","","","","",""
"島しょ","21","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5845","22","22","194","718","101","8","17","40","2","3","18","5","1","0","7","0","1","2","0","2","21","","","","","",""
