"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","34","42","19","24","0","0","6","1","2","0","",""
"区南部","11","6","0","8","0","0","0","0","0","0","",""
"区西南部","2","2","2","1","0","0","9","1","0","0","",""
"区西部","44","15","22","34","0","8","16","1","0","0","",""
"区西北部","12","4","6","9","0","2","1","2","0","0","",""
"区東北部","1","0","0","0","0","0","7","8","0","0","",""
"区東部","8","5","0","12","0","0","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","3","0","0","0","",""
"北多摩西部","2","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","0","0","1","1","0","0","25","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","114","74","50","89","0","10","71","21","2","0","",""
