"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","36","14","6","2","9","0","5","0","0","",""
"区南部","5","0","0","1","0","0","4","0","0","",""
"区西南部","13","1","8","0","0","0","4","1","0","",""
"区西部","9","4","10","7","0","0","20","7","0","",""
"区西北部","20","10","2","0","3","0","5","1","0","",""
"区東北部","1","2","0","0","0","0","8","0","0","",""
"区東部","21","3","2","3","2","0","1","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","3","1","0","2","1","3","0","4","",""
"北多摩西部","15","4","2","1","2","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","12","3","0","",""
"北多摩北部","2","0","0","0","0","0","7","3","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","130","41","31","14","18","1","70","16","4","",""
