"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","3","4","10","28","11","73","1","6","0","18","2","0","1","0","2","1","0","0","0","0","","","","","",""
"区南部","1","0","11","17","78","8","30","2","7","1","12","3","3","0","0","3","0","0","0","0","0","","","","","",""
"区西南部","0","0","8","14","43","6","47","1","7","0","14","1","2","0","0","2","0","0","1","0","1","","","","","",""
"区西部","0","2","5","14","30","9","42","0","5","0","7","5","1","1","0","3","0","0","2","0","0","","","","","",""
"区西北部","4","1","18","16","50","9","73","2","8","0","15","3","1","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","3","2","11","18","61","12","65","3","6","0","32","4","2","0","0","1","0","0","1","1","0","","","","","",""
"区東部","1","2","16","31","80","10","51","3","7","0","16","4","1","1","0","2","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","10","11","5","16","0","3","0","2","3","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","3","7","48","90","13","127","8","16","0","65","6","1","1","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","2","8","17","4","39","1","9","0","19","1","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","13","21","30","10","53","0","7","0","26","4","2","1","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","13","17","22","8","70","0","12","0","19","1","1","1","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10","15","111","224","540","105","686","21","93","1","245","37","15","7","0","19","1","0","6","1","1","","","","","",""
