"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","59","3","2","9","79","3","2","1","7","0","0","5","0","0","0","5","0","0","1","1","0","2","","","","","",""
"区南部","38","3","3","21","98","2","0","5","5","0","0","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","80","2","2","28","89","9","0","5","5","0","0","1","3","1","0","2","0","0","2","0","0","1","","","","","",""
"区西部","62","2","1","8","85","6","2","7","5","0","0","1","0","0","0","1","0","0","1","0","0","1","","","","","",""
"区西北部","107","4","3","26","106","5","0","1","8","0","4","2","1","0","0","1","0","0","1","0","0","1","","","","","",""
"区東北部","72","2","2","19","115","8","0","12","7","0","0","18","1","0","0","2","0","0","3","0","0","1","","","","","",""
"区東部","80","6","1","32","163","8","0","8","7","0","0","14","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","40","1","1","6","34","2","0","5","2","0","0","3","0","0","0","1","0","0","1","0","0","0","","","","","",""
"南多摩","83","3","3","48","150","2","1","10","8","0","1","7","3","0","0","1","0","0","2","0","0","0","","","","","",""
"北多摩西部","27","1","0","13","42","4","1","2","5","0","0","4","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩南部","59","6","3","13","69","8","0","1","3","0","0","24","0","0","0","1","0","0","3","0","0","1","","","","","",""
"北多摩北部","36","5","5","32","55","6","2","3","1","0","0","16","1","0","0","2","0","0","1","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","745","38","26","255","1085","63","8","60","63","0","5","98","11","1","0","17","0","0","16","1","0","7","","","","","",""
