"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","1","0","0","0","4","3","0","0","7","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","4","1","0","0","44","7","0","1","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","30","0","2","6","133","20","5","2","31","0","0","0","0","11","0","1","0","0","0","0","0","0","0"
"2歳","25","0","2","5","89","25","1","4","4","0","0","0","0","10","1","0","0","0","0","0","0","0","0"
"3歳","22","0","4","17","84","26","1","3","1","0","0","1","0","9","2","1","0","0","0","0","0","0","0"
"4歳","35","0","2","19","71","21","2","9","0","0","0","2","0","21","1","0","0","0","0","0","0","0","0"
"5歳","16","0","0","17","64","11","0","5","0","0","0","0","0","18","0","1","0","0","0","0","0","0","0"
"6歳","21","0","0","12","39","7","0","2","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0"
"7歳","15","1","2","12","35","6","0","3","0","0","0","0","0","13","0","1","0","0","0","0","0","0","0"
"8歳","13","1","1","4","18","4","0","5","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"9歳","4","0","0","3","19","1","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","21","0","0","10","35","2","0","5","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0"
"15〜19歳","13","0","0","2","10","2","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"20〜29歳","49","3","1","17","87","3","0","1","0","0","0","2","0","11","0","0","0","0","0","0","0","0","0"
"30〜39歳","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"40〜49歳","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","396","6","14","124","732","138","9","46","85","0","0","6","0","142","6","4","1","11","0","0","0","0","0"
