"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","0","0","7","1","4","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","13","3","0","16","2","61","0","39","0","21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","25","14","4","48","8","142","0","46","0","28","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","11","5","6","29","5","77","2","7","0","24","5","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","9","7","11","16","3","47","1","2","0","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","3","6","12","19","6","24","1","1","0","16","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","1","2","18","12","2","16","1","0","0","6","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","8","19","5","12","4","0","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","5","9","0","9","0","0","0","4","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","1","8","1","1","1","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","5","7","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","8","27","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","5","35","0","23","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","68","43","83","261","33","424","10","97","0","136","23","6","2","0","9","0","1","3","0","0","0","0","0","0","0","0","0"
