"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","27","0","1","18","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","29","3","1","139","3","19","2","41","0","7","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","12","55","16","12","451","10","67","0","57","1","14","7","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","9","20","7","20","361","2","30","3","13","0","6","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","12","6","10","51","365","11","17","3","1","0","4","18","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","13","2","9","51","446","13","9","3","1","0","6","17","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"5歳","17","2","6","58","376","19","11","2","1","0","0","26","2","1","0","2","0","0","6","0","1","0","0","0","0","0","0","0","0"
"6歳","19","0","4","61","327","23","5","4","0","0","2","24","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0"
"7歳","32","0","1","54","233","9","3","1","0","0","1","35","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0"
"8歳","28","0","1","46","152","15","3","2","1","0","1","30","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"9歳","23","0","0","46","129","8","1","1","0","0","2","16","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","75","1","3","75","285","12","4","1","0","2","0","44","1","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","28","0","0","3","53","0","0","0","0","0","0","3","1","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","39","0","1","27","336","2","4","0","0","4","1","8","0","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","2","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0"
"合計","390","142","61","506","3671","128","176","22","116","8","44","236","17","3","0","20","0","2","48","2","1","1","0","0","0","0","0","1","0"
