"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","4","0"
"1〜4歳","0","0","0","0","0","0","3","9","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","4","1","0","1","0","0","1","0","0"
"20〜24歳","12","1","4","26","0","0","1","0","0"
"25〜29歳","21","1","6","24","0","0","1","1","0"
"30〜34歳","10","5","4","23","0","1","3","0","0"
"35〜39歳","15","2","5","21","0","1","1","0","0"
"40〜44歳","10","6","2","9","0","0","1","0","1"
"45〜49歳","4","1","5","5","0","0","0","1","0"
"50〜54歳","4","2","2","3","0","0","5","0","0"
"55〜59歳","7","1","1","1","0","0","7","0","0"
"60〜64歳","1","1","1","0","0","0","8","3","0"
"65〜69歳","0","1","0","0","0","0","11","1","0"
"70歳以上","0","1","0","0","0","0","45","5","0"
"合計","88","23","30","113","0","2","96","27","1"
