"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","2","0","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","3","0","0","0","23","5","0","0","11","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1歳","22","1","0","0","51","15","1","1","12","0","0","2","0","4","0","0","0","0","0","0","1","0","0"
"2歳","24","1","0","4","33","9","0","3","2","0","0","2","0","4","0","0","0","0","0","0","0","0","0"
"3歳","27","0","2","14","30","9","0","2","1","0","0","2","0","6","0","0","0","0","0","0","0","0","0"
"4歳","37","0","1","22","32","19","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","46","0","3","23","34","17","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"6歳","36","0","2","19","40","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","40","0","1","15","26","4","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","30","0","2","7","24","1","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"9歳","28","0","0","11","21","1","0","1","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0"
"10〜14歳","38","0","0","12","49","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","0","0","1","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","17","1","2","17","104","1","1","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0"
"30〜39歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"合計","440","3","13","145","480","94","2","21","27","0","0","8","0","37","2","0","0","8","0","1","2","0","0"
