"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","3","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","10","0","0","2","1","0","1","0","0"
"20〜24歳","25","9","7","4","2","2","0","0","1"
"25〜29歳","21","9","4","10","3","1","0","0","0"
"30〜34歳","21","5","5","6","3","0","0","0","0"
"35〜39歳","14","4","1","4","3","2","0","0","0"
"40〜44歳","9","3","1","4","0","0","0","1","0"
"45〜49歳","6","3","1","1","0","1","0","1","0"
"50〜54歳","2","0","0","0","1","0","0","0","0"
"55〜59歳","0","2","0","0","0","0","1","0","0"
"60〜64歳","1","0","1","0","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","3","0","0"
"70歳以上","0","3","0","0","1","0","6","1","1"
"合計","109","38","20","31","14","6","21","3","2"
