"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","14","0","0","9","0","1","0","1","0","2","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","21","2","2","42","2","20","0","35","0","28","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","79","3","11","79","5","54","1","42","0","70","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","21","4","10","43","1","17","0","5","0","54","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","1","11","11","11","48","1","7","4","2","0","33","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","4","18","33","4","6","1","0","0","27","11","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","4","21","30","4","3","4","0","0","16","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","15","28","3","3","5","1","0","8","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","1","11","25","2","0","1","0","0","6","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","9","21","1","0","0","0","0","6","6","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","10","18","1","0","0","0","0","1","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","10","43","4","2","1","0","1","5","12","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","3","17","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","1","14","69","0","3","0","0","1","3","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","147","34","145","505","28","116","17","86","2","259","73","10","4","0","12","1","3","9","0","0","1","0","0","0","0","0","1","0"
