"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","12","1","0","0","11","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"中央区","5","0","0","1","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","26","0","4","10","79","5","1","1","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","15","1","0","5","43","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","14","0","0","0","8","7","1","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","1","2","2","32","12","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","0","0","0","27","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"江東区","19","2","0","16","81","3","0","1","1","0","1","4","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","0","1","4","70","1","2","1","2","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","0","12","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","36","3","3","7","78","3","0","8","1","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","21","4","0","4","74","9","3","0","1","0","0","1","0","0","0","2","0","0","0","0","","","","","",""
"渋谷区","5","0","0","0","15","2","1","0","3","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"中野区","24","0","1","5","46","6","0","0","1","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"杉並","14","0","0","18","48","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","19","0","0","0","34","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","22","0","0","2","39","4","3","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","0","0","7","26","4","0","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","23","0","0","3","31","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","30","0","0","2","25","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","20","0","0","7","52","4","0","0","2","0","0","6","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","48","0","0","6","39","5","0","1","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","28","2","9","59","69","7","0","0","3","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","22","3","9","29","81","2","0","1","3","0","0","3","6","1","0","2","0","0","0","0","","","","","",""
"町田市","42","2","0","25","104","8","10","1","6","0","1","12","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","0","2","1","25","9","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","2","0","7","21","1","4","2","2","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","9","0","1","2","18","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","47","0","0","3","49","7","0","0","2","0","0","0","0","0","0","1","0","0","1","0","","","","","",""
"多摩小平","39","7","1","16","79","4","0","0","1","0","0","4","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","597","28","33","241","1321","130","29","22","44","1","6","57","10","2","1","8","0","0","1","0","","","","","",""
