"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央","0","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"日本橋","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","0","1","7","2","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","4","0","0","0","30","2","0","0","1","0","0","0","0","1","0","0","0","6","0","0","1","0","0","0","","","","","",""
"文京","5","0","0","0","18","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","0","2","20","6","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","0","0","0","14","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","2","0","0","8","20","1","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","6","0","0","3","28","0","0","3","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","3","0","0","3","23","2","0","2","1","0","0","0","1","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","5","0","1","1","51","4","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","0","23","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","6","0","0","1","41","6","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","0","0","0","10","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","9","0","0","3","6","6","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","0","0","1","10","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","7","0","0","0","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","10","0","0","2","16","4","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","3","0","0","3","50","4","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","0","0","3","11","3","1","4","1","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","0","1","20","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"小岩","1","0","0","0","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","6","0","0","3","10","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","13","0","0","5","18","1","0","2","2","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","5","0","0","1","19","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","0","0","0","1","24","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","6","0","0","0","24","1","0","1","2","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","0","0","0","17","2","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","2","0","0","0","7","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","0","0","0","1","5","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","2","0","0","1","22","2","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","2","0","0","1","7","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","2","0","0","0","16","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","5","0","0","1","19","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","138","0","1","47","630","80","3","26","32","0","0","3","6","55","4","0","0","7","0","0","1","0","0","0","","","","","",""
