"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","1","0"
"1〜4歳","0","0","0","0","0","0","1","6","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","16","0","2","4","0","0","0","0","0"
"20〜24歳","54","5","17","23","2","0","0","0","0"
"25〜29歳","54","14","24","21","2","0","0","0","0"
"30〜34歳","42","9","18","12","0","0","1","1","0"
"35〜39歳","24","7","7","12","0","0","2","0","0"
"40〜44歳","13","8","11","7","0","0","0","0","0"
"45〜49歳","20","4","11","6","0","0","2","0","0"
"50〜54歳","11","4","5","4","2","0","3","0","0"
"55〜59歳","2","3","4","2","0","0","1","0","0"
"60〜64歳","1","2","0","1","0","0","7","0","0"
"65〜69歳","0","0","1","0","0","0","6","1","0"
"70歳以上","0","2","3","0","0","0","48","3","1"
"合計","237","58","103","92","6","0","75","14","1"
