"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","4","23","3","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"みなと","9","1","1","6","17","1","7","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","2","2","9","27","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","3","1","3","3","12","8","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","13","0","0","8","21","3","4","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","1","0","3","16","2","4","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江東区","16","1","3","11","45","1","10","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","7","0","4","9","29","6","4","0","2","0","4","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","1","5","28","4","5","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","13","2","9","27","82","1","4","1","5","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","48","8","3","26","52","6","9","2","3","0","3","3","1","0","1","2","0","0","0","0","0","0","","","","","",""
"渋谷区","1","1","0","1","12","4","0","5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","8","1","2","15","24","5","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","1","2","8","29","3","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","4","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","1","0","0","5","5","1","9","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","2","1","13","13","1","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","2","0","1","6","25","0","8","2","3","0","0","0","0","0","0","2","0","0","0","0","0","1","","","","","",""
"練馬区","8","1","8","25","40","3","4","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","8","3","3","4","43","2","6","0","3","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","3","0","1","8","29","5","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","9","3","7","29","51","4","9","2","2","0","0","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"八王子市","5","2","0","36","58","9","8","0","6","1","2","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","6","0","2","8","57","2","6","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","2","0","6","20","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","6","0","6","14","35","5","4","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","5","2","4","21","48","1","13","0","2","0","0","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩府中","4","4","9","55","59","5","21","1","7","0","5","3","0","0","0","2","0","0","0","1","0","0","","","","","",""
"多摩小平","4","4","16","36","49","8","14","1","7","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","194","43","88","405","957","97","177","14","68","3","24","28","7","0","1","19","0","0","1","1","0","1","","","","","",""
