"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","26","8","2","35","47","1","3","1","1","2","2","0","0","0","2","0","0","0","0","0","0","4","","","","","",""
"区南部","7","31","14","10","20","42","1","1","2","3","1","0","1","1","0","0","0","0","0","0","0","0","2","","","","","",""
"区西南部","16","46","21","3","32","52","6","0","4","3","0","1","1","0","1","8","0","0","1","0","0","1","4","","","","","",""
"区西部","9","43","21","4","53","39","9","2","0","4","0","1","0","1","0","3","0","0","0","0","0","0","2","","","","","",""
"区西北部","29","83","21","5","76","67","2","1","1","4","2","0","1","1","0","6","0","0","0","0","0","0","1","","","","","",""
"区東北部","16","59","28","4","46","73","1","1","0","8","0","2","0","0","0","1","0","0","1","0","0","0","1","","","","","",""
"区東部","19","48","42","5","38","41","2","6","1","4","1","1","1","0","0","0","0","0","1","0","0","0","2","","","","","",""
"西多摩","3","14","2","0","16","9","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","14","56","27","6","57","91","2","1","1","2","0","4","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","14","40","7","1","31","17","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩南部","14","40","21","3","34","65","1","0","8","4","2","1","1","0","0","2","0","0","2","0","0","1","4","","","","","",""
"北多摩北部","4","36","16","2","58","35","1","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"島しょ","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","154","524","228","45","500","578","26","16","19","40","8","13","6","4","1","22","0","0","6","0","0","2","28","","","","","",""
