"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","5","9","0","1","12","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","13","7","0","2","51","1","0","1","7","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","2"
"1歳","7","14","23","1","3","151","1","1","4","8","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","9","5","16","1","10","129","2","1","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","12","1","2","13","119","2","0","18","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"4歳","14","3","6","2","17","128","3","1","10","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","12","7","0","2","26","108","1","0","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","23","3","0","1","19","135","3","1","12","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","14","14","3","1","24","96","3","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","12","12","0","0","26","96","5","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","17","8","0","0","19","71","10","1","13","0","1","2","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"10〜14歳","50","52","1","2","27","200","14","0","6","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","28","38","0","0","4","53","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","23","64","0","0","19","243","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","18","71","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","22","86","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","20","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"60〜69歳","6","56","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"70〜79歳","2","45","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","10","0","0","0","0","0","2","0","0","0","10"
"80歳以上","3","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","31","0","0","0","0","0","2","0","0","2","29"
"合計","286","643","66","12","210","1592","47","7","102","23","2","5","5","0","0","8","1","0","3","0","2","5","56","0","0","1","0","0","4","1","0","2","54"
