"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中央区","2","0","2","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","1","7","16","11","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","0","14","22","1","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","0","0","2","11","4","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","1","0","8","23","2","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","2","16","5","5","0","0","2","0","0","0","0","1","0","1","0","1","0","0","0","","","","","",""
"江東区","4","0","2","14","86","4","5","2","6","0","1","1","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","0","1","12","34","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","3","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","0","19","45","85","6","1","1","6","2","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","2","1","2","59","69","10","14","8","8","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","7","5","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中野区","0","1","0","4","26","2","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","0","0","5","63","3","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","2","6","1","0","1","3","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北区","0","0","1","5","11","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","3","7","25","2","0","0","3","0","1","0","1","0","0","2","0","0","0","0","0","","","","","",""
"板橋区","0","0","3","3","27","3","1","0","4","0","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","2","29","46","4","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","4","26","72","11","0","1","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","7","40","5","0","0","5","0","1","0","1","0","0","1","0","0","6","0","0","","","","","",""
"江戸川","0","0","7","19","58","7","1","2","4","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","4","4","3","64","105","4","1","0","3","0","1","1","0","0","0","1","0","0","0","0","0","","","","","",""
"町田市","0","0","1","32","103","3","0","1","6","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","13","28","8","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","1","0","16","54","10","1","1","5","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","0","5","32","67","5","2","0","6","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩府中","4","0","3","47","140","18","1","1","12","0","0","3","6","0","0","1","0","0","2","0","0","","","","","",""
"多摩小平","0","1","8","34","83","21","0","0","8","0","5","2","0","1","0","5","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","30","14","77","536","1321","147","28","19","116","4","19","28","12","2","0","14","0","2","13","0","0","","","","","",""
