"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","1","3","14","54","10","3","0","5","1","1","3","0","0","0","1","0","0","1","0","","","","","",""
"区南部","8","0","6","29","63","8","0","1","8","1","1","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","9","18","2","2","1","1","0","0","3","1","0","0","0","0","0","0","0","","","","","",""
"区西部","1","0","1","9","62","8","1","1","3","1","0","3","1","0","0","2","0","0","1","0","","","","","",""
"区西北部","3","0","1","8","22","14","0","0","4","1","1","1","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","6","0","1","17","29","12","0","1","8","0","1","12","3","0","2","2","0","0","3","2","","","","","",""
"区東部","2","0","2","23","52","11","3","1","3","0","1","0","1","0","0","3","0","0","0","0","","","","","",""
"西多摩","1","0","1","7","13","2","0","1","0","0","0","0","0","0","0","1","2","0","0","0","","","","","",""
"南多摩","3","0","1","50","70","24","3","7","11","2","1","5","1","0","0","4","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","4","5","3","0","1","0","1","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","5","11","3","0","0","2","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","0","5","17","26","12","1","0","4","0","2","2","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","26","1","24","193","425","109","13","14","49","7","8","32","11","0","2","16","2","0","5","2","","","","","",""
