"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","3","4","5","37","0","4","1","11","2","0","3","0","1","2","0","0","1","0","0","0","0","0","","","","","",""
"区南部","1","1","2","7","31","1","3","1","9","4","0","12","0","1","1","0","0","0","0","0","1","0","0","","","","","",""
"区西南部","0","3","3","1","15","1","6","1","5","1","0","2","0","4","2","0","1","0","0","1","0","0","0","","","","","",""
"区西部","0","1","12","11","32","2","3","2","4","0","0","2","0","2","0","0","2","1","0","0","0","0","0","","","","","",""
"区西北部","9","0","2","2","15","2","3","1","5","0","0","2","0","3","2","0","0","2","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","5","24","3","2","1","2","0","0","5","0","2","1","0","1","1","0","0","1","2","0","","","","","",""
"区東部","0","4","1","3","26","2","15","1","7","0","0","2","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","10","3","1","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","0","28","37","3","10","1","7","1","0","4","2","2","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","6","1","2","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","0","0","4","5","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","3","4","1","9","10","2","2","1","5","0","0","4","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","18","16","26","79","248","22","52","10","61","8","0","38","2","23","11","0","4","8","0","1","2","2","0","","","","","",""
