"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","3","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","43","0","0","2","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"文京","18","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","","","","","",""
"江東区","8","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","0","0","3","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","9","0","0","0","4","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","45","1","1","3","6","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","4","","","","","",""
"渋谷区","9","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","33","0","6","0","2","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","7","","","","","",""
"池袋","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","38","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","72","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","31","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","33","0","0","2","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"江戸川","57","0","0","2","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","70","1","0","3","12","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","27","0","0","4","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","49","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","57","0","0","4","14","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","31","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","59","1","0","2","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","12","","","","","",""
"多摩小平","81","1","1","8","15","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","7","","","","","",""
"島しょ","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","900","5","8","41","121","26","13","2","5","0","1","1","0","0","3","0","0","7","0","0","37","","","","","",""
