"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","2","15","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","5","2","5","56","2","1","0","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","5","1","9","37","1","1","0","1","0","0","0","0","0","0","1","0","0","2","0","0","","","","","",""
"文京","0","0","0","2","23","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","2","46","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","0","5","14","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","5","3","0","11","74","3","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","1","4","75","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","26","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","6","8","13","133","1","1","1","7","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","2","3","18","148","6","4","0","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","1","33","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中野区","2","1","0","2","45","3","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","0","0","4","47","1","0","0","1","1","0","6","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","1","2","0","42","6","3","0","4","0","2","3","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","1","9","8","32","3","0","0","6","0","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","7","38","7","4","0","2","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","1","1","8","90","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","6","1","12","62","2","5","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","0","2","1","12","35","6","0","1","0","0","0","2","0","0","0","0","0","0","6","0","0","","","","","",""
"江戸川","2","3","7","28","61","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","1","3","16","94","6","3","0","4","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","1","0","21","91","3","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","2","0","1","27","5","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","4","1","10","52","7","1","0","2","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","6","0","13","61","5","3","0","3","0","1","2","0","0","0","0","0","0","1","0","0","","","","","",""
"多摩府中","1","6","4","25","137","9","1","1","7","1","0","6","0","0","0","0","0","0","4","0","0","","","","","",""
"多摩小平","8","0","5","26","76","21","0","0","3","2","1","1","1","0","0","3","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","41","59","49","267","1676","109","47","5","60","7","9","25","8","1","1","6","0","1","16","0","0","","","","","",""
