"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","9","65","1","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"中央区","0","2","84","3","0","1","16","0","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"みなと","4","13","161","1","1","3","11","1","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","2","18","158","2","1","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"文京","2","12","208","2","1","2","13","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","",""
"台東","0","17","179","2","0","7","29","0","4","3","0","7","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","15","84","1","0","1","8","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","1","1","","","","","","",""
"江東区","21","29","400","7","1","2","36","0","2","1","2","9","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"品川区","2","16","155","2","1","3","7","1","1","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","17","134","6","0","4","6","0","1","0","1","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","0","35","305","6","1","13","30","0","6","7","0","9","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"世田谷","1","38","470","7","0","6","27","2","4","2","2","10","0","0","0","0","6","0","0","0","0","0","0","2","","","","","","",""
"渋谷区","1","13","110","0","0","0","10","0","3","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"中野区","4","24","352","4","0","2","12","1","4","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","2","32","238","3","0","3","22","0","2","0","3","2","0","1","1","0","0","0","0","1","0","0","0","1","","","","","","",""
"池袋","0","26","194","7","0","2","10","0","0","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","1","29","269","7","0","11","22","2","9","1","3","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"荒川区","4","16","191","7","1","4","14","0","7","1","2","6","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"板橋区","2","37","274","1","0","4","12","0","1","1","1","4","0","2","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"練馬区","4","70","408","5","3","8","32","4","1","0","5","8","1","3","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"足立","0","56","571","19","4","16","17","1","1","2","3","5","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","1","17","234","0","0","2","12","1","1","0","1","6","0","0","0","0","0","0","0","0","0","0","0","5","","","","","","",""
"江戸川","3","54","434","12","5","6","16","1","1","0","3","5","0","1","1","0","2","0","0","0","0","0","0","0","","","","","","",""
"八王子市","5","47","803","5","1","21","37","5","4","6","2","9","0","2","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"町田市","5","25","666","11","1","14","53","1","0","4","6","11","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","1","17","136","0","1","3","11","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","4","42","295","4","0","3","15","2","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","4","49","376","4","0","9","19","1","2","3","0","11","0","0","0","0","2","0","0","0","0","0","0","1","","","","","","",""
"多摩府中","1","70","936","15","2","25","28","2","7","2","2","22","2","2","0","0","0","0","0","0","0","0","0","8","","","","","","",""
"多摩小平","5","68","650","14","2","16","52","0","10","4","1","7","1","0","0","0","2","0","0","2","0","0","0","5","","","","","","",""
"島しょ","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"合計","80","916","9556","158","26","194","591","26","81","44","41","177","5","17","2","0","25","0","0","5","0","0","1","31","","","","","","",""
