"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","70","2","5","13","35","1","88","7","4","4","0","0","0","0","1","0","0","0","0","0","0","11","","","","","",""
"区南部","13","73","0","4","11","43","4","110","3","3","23","2","0","2","0","0","0","0","1","0","0","0","2","","","","","",""
"区西南部","5","92","9","1","14","34","2","73","8","3","22","0","2","0","0","3","0","1","6","0","0","0","12","","","","","",""
"区西部","3","85","7","7","15","31","2","61","1","3","9","0","0","0","0","0","0","0","11","0","0","0","12","","","","","",""
"区西北部","3","176","1","1","23","31","2","119","10","0","22","2","2","0","0","0","0","0","2","0","0","0","5","","","","","",""
"区東北部","15","120","12","6","25","39","1","68","4","3","22","0","0","0","0","0","0","0","2","0","0","0","5","","","","","",""
"区東部","2","110","4","6","14","55","1","100","2","1","10","1","1","1","0","0","0","0","5","0","0","0","4","","","","","",""
"西多摩","1","28","0","0","2","6","0","8","3","0","2","0","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"南多摩","2","113","6","2","21","57","2","122","7","2","25","1","3","0","0","2","0","0","0","0","0","0","5","","","","","",""
"北多摩西部","1","32","2","0","8","11","0","47","0","1","9","1","0","0","0","1","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","1","81","7","1","18","33","3","120","12","5","5","0","3","0","0","0","0","0","8","0","0","0","11","","","","","",""
"北多摩北部","2","57","5","0","14","29","1","139","1","4","3","1","0","0","0","0","1","0","1","0","0","0","10","","","","","",""
"島しょ","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"合計","54","1038","55","33","178","404","19","1065","58","29","156","8","11","3","0","7","1","1","36","0","0","0","93","","","","","",""
