"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","3","1","0","2","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","8","4","1","0","15","3","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","40","3","3","1","45","18","2","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","49","1","1","3","29","15","0","0","1","0","0","0","0","2","0","1","0","0","0","0","1","0","0"
"3歳","57","0","3","10","32","20","1","3","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"4歳","50","0","5","18","32","13","2","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"5歳","56","0","1","20","34","16","1","8","1","0","0","0","0","3","0","0","0","0","0","0","1","0","0"
"6歳","72","0","1","18","31","6","0","4","0","0","0","1","0","3","0","0","0","0","0","0","1","0","0"
"7歳","70","0","1","18","20","2","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"8歳","73","0","2","12","8","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"9歳","51","0","1","4","10","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","261","0","1","18","44","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","107","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","118","1","1","7","51","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0"
"30〜39歳","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0"
"70〜79歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1291","12","22","130","356","103","6","26","29","0","0","4","0","18","3","1","0","7","0","2","3","0","0"
