"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","4","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","2","30","4","0","0","15","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","1","10","4","39","16","1","1","20","0","3","0","2","0","0","0","0","0","0","0"
"2歳","2","0","3","7","37","21","0","0","2","0","1","4","1","0","0","0","0","0","0","0"
"3歳","6","2","5","7","30","16","2","0","0","0","1","6","0","0","0","0","0","0","1","0"
"4歳","3","0","4","15","42","16","3","0","0","1","0","3","0","0","0","0","0","0","0","0"
"5歳","0","0","0","21","24","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"6歳","3","0","1","19","25","1","0","2","0","0","0","7","0","0","0","0","0","0","0","0"
"7歳","2","0","0","18","15","4","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","1","0","0","16","10","6","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","1","0","0","10","9","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","1","14","37","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","1","3","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"20〜29歳","6","1","2","15","63","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","45","4","27","151","369","91","6","9","39","5","6","26","4","0","3","3","0","0","2","1"
