"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","7","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","1","0","25","6","0","1","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","0","1","1","52","15","2","1","22","0","0","3","1","2","1","0","0","0","0","0","0","0","0"
"2歳","2","0","3","1","23","17","5","5","1","0","0","7","0","5","0","0","0","0","0","0","0","0","0"
"3歳","3","0","3","12","44","16","1","3","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0"
"4歳","2","0","5","8","38","14","2","4","0","0","1","3","0","15","0","0","0","0","0","0","0","0","0"
"5歳","3","0","4","16","36","8","0","8","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0"
"6歳","2","0","0","17","23","3","1","4","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","11","22","1","1","6","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"8歳","2","0","1","8","15","3","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","6","10","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","11","36","1","0","4","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0"
"15〜19歳","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","2","1","0","13","64","1","0","2","0","0","0","1","0","3","1","0","0","1","0","0","1","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","26","1","20","104","400","88","12","43","52","1","1","19","2","61","2","0","0","4","0","0","1","0","0"
