"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","3","0"
"1〜4歳","0","0","0","0","0","0","1","5","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","3","1","0","0","0","0","0","0","0"
"20〜24歳","18","5","8","15","0","0","1","0","0"
"25〜29歳","23","10","9","14","0","0","1","0","0"
"30〜34歳","19","5","7","8","0","0","3","0","0"
"35〜39歳","16","5","5","5","0","0","0","1","0"
"40〜44歳","9","6","5","6","0","0","5","0","0"
"45〜49歳","4","7","7","1","0","1","2","0","0"
"50〜54歳","4","2","5","0","0","0","2","1","0"
"55〜59歳","1","1","1","1","0","0","6","1","0"
"60〜64歳","2","0","0","0","0","0","12","1","1"
"65〜69歳","1","0","0","0","0","0","6","1","0"
"70歳以上","0","0","0","0","0","0","37","4","0"
"合計","100","42","47","50","0","1","80","19","1"
