"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","4","0","2","2","0"
"中央区","1","0","0","3","11","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","1","3","4","20","25","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","7","5","1","1","1","0"
"新宿区","1","3","0","0","37","3","0","2","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","9","6","2","2","2","0"
"文京","4","0","0","0","22","3","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","3","1","1","1","0"
"台東","1","0","3","12","33","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","7","5","0","8","24","5","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","3","0","1","1","0"
"江東区","1","0","3","8","52","2","0","1","2","0","0","0","0","2","0","0","0","1","0","0","0","0","0","8","3","1","0","0","0"
"品川区","7","1","3","13","55","3","0","4","6","0","0","0","0","3","1","0","0","0","0","0","0","0","0","10","6","0","0","0","0"
"目黒区","0","0","0","3","10","2","0","4","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0"
"大田区","10","28","2","21","68","15","1","10","6","0","0","0","0","1","1","1","0","0","0","0","1","0","0","16","9","1","1","1","0"
"世田谷","18","2","0","7","74","10","2","6","3","0","0","1","0","0","0","1","0","0","1","0","1","0","0","16","8","0","2","2","0"
"渋谷区","2","0","0","4","22","8","0","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","6","4","1","0","1","0"
"中野区","2","2","0","6","23","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"杉並","5","2","0","8","59","10","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","6","0","1","1","0"
"池袋","0","0","0","0","6","2","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","5","1","1","1","0"
"北区","8","1","0","10","32","4","0","1","4","0","0","0","0","2","1","0","0","0","0","0","0","0","0","8","4","0","0","0","0"
"荒川区","1","0","5","6","18","4","0","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","8","0","0","0","35","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","6","0","1","1","0"
"練馬区","13","0","1","6","32","8","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","5","0","0","0","0"
"足立","7","0","1","0","28","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","11","4","0","0","0","0"
"葛飾区","3","0","0","8","33","7","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","0","0","1","0"
"江戸川","13","0","0","10","26","9","0","26","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","11","4","0","0","0","0"
"八王子市","8","0","3","10","13","7","1","3","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","8","2","1","1","1","0"
"町田市","5","0","0","7","35","6","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","7","2","1","0","0","0"
"西多摩","3","3","1","5","24","4","0","6","6","0","0","0","0","3","0","0","0","0","0","0","0","0","0","9","5","0","1","1","0"
"南多摩","7","3","0","8","17","2","0","3","3","0","0","1","0","4","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0"
"多摩立川","10","0","0","1","26","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1","1","1","0"
"多摩府中","10","1","0","11","37","10","1","3","16","0","0","0","0","0","2","0","0","0","0","0","0","0","0","21","10","1","2","3","0"
"多摩小平","10","8","2","20","59","14","0","4","5","0","0","0","0","2","0","0","0","0","0","0","0","0","0","14","6","1","2","2","0"
"島しょ","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","166","62","28","215","945","148","12","98","73","3","1","2","3","31","10","2","0","9","1","0","4","0","0","276","141","14","22","25","0"
