"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","0","0","2","3","0","0","0","2","0","0","1","0","0","0","0","0","2","0","0","1","4","3","0","2","2","0"
"中央区","5","1","0","7","38","1","2","0","3","0","1","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","14","6","2","10","23","0","0","0","3","0","0","0","2","0","0","0","0","1","0","0","0","9","6","0","1","1","0"
"新宿区","22","8","3","9","32","1","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","12","8","1","2","2","0"
"文京","3","1","0","7","18","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"台東","5","1","0","18","38","0","1","0","4","0","1","0","1","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","8","2","0","6","11","1","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","12","2","1","16","71","1","0","1","8","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","9","4","1","9","36","4","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","3","1","0","11","31","2","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","16","4","2","26","81","4","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","27","4","0","24","81","4","0","8","8","0","1","3","0","0","2","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","9","0","0","4","19","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","10","1","0","16","38","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","19","1","1","16","31","0","0","7","5","0","0","0","0","0","0","0","0","0","0","0","1","17","11","1","2","2","0"
"池袋","4","0","0","0","5","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","8","5","1","1","1","0"
"北区","11","1","0","4","33","1","0","4","4","0","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","6","3","0","6","18","0","0","7","2","0","0","0","0","0","2","0","0","0","0","0","0","6","3","1","0","0","0"
"板橋区","18","0","0","5","29","1","0","2","7","0","1","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","20","0","0","38","69","3","1","2","10","0","1","0","0","0","2","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","26","3","2","12","60","6","1","2","5","0","2","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","14","1","0","3","58","3","0","0","1","0","0","0","0","0","0","0","1","0","1","2","0","13","8","1","1","1","0"
"江戸川","28","0","7","13","59","7","1","0","3","2","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","34","5","1","29","74","4","3","3","1","0","1","0","1","0","5","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","24","0","0","27","46","1","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"西多摩","12","0","0","12","5","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","10","0","1","14","39","8","0","2","4","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","20","1","0","27","25","6","1","1","7","0","2","0","0","0","3","0","0","0","0","0","1","21","14","2","1","1","0"
"多摩府中","29","2","2","46","71","5","2","9","6","0","1","0","0","0","0","0","0","1","1","0","2","29","17","3","3","3","0"
"多摩小平","27","2","4","63","75","4","0","8","11","0","3","0","0","0","0","0","0","0","0","1","0","23","15","2","2","2","0"
"島しょ","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","452","54","27","481","1217","80","14","60","118","5","19","5","5","0","20","0","2","5","2","3","6","413","259","38","25","25","0"
