"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","414","3","5","13","64","6","0","1","5","0","0","3","0","0","0","3","0","0","1","0","2","3","","","","","",""
"区南部","480","4","5","8","103","8","1","8","5","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","596","3","3","12","85","6","2","2","1","0","0","0","0","0","0","1","0","0","0","0","2","11","","","","","",""
"区西部","599","4","1","7","95","9","1","3","6","0","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"区西北部","788","2","3","18","101","11","0","3","6","0","0","1","1","0","0","2","0","0","0","0","0","5","","","","","",""
"区東北部","744","4","5","17","95","18","0","1","8","0","0","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","743","9","8","36","169","17","1","3","7","0","0","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"西多摩","238","2","1","6","27","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1164","4","21","63","140","14","0","3","6","0","0","3","6","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","396","5","0","10","38","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","692","1","0","14","104","3","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","9","","","","","",""
"北多摩北部","549","4","3","13","35","9","0","0","5","0","0","0","4","0","0","4","0","1","0","0","0","6","","","","","",""
"島しょ","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7418","45","55","217","1056","105","8","26","52","0","1","11","15","2","0","13","0","1","1","0","4","37","","","","","",""
